id	trip_id	stage	provider	model	prompt_tokens	completion_tokens	total_tokens	duration_ms	success	error_code	error_msg	created_at
2239	NULL	PARSE	deepseek	deepseek-flash	1071	5926	6997	25394	1	NULL		2026-09-23 22:20:27
2240	370	PARSE	NULL	NULL	NULL	NULL	NULL	135208	0	LLM_PARSE_FAIL	[deepseek] 大模型响应解析失败：已尝试全部候选厂商 [deepseek:LLM_PARSE_ERROR]，均失败。最后一次原因：[deepseek] 大模型响应解析失败：响应里 choices[0].message.content 为空	2026-09-23 22:22:42
